,date,Name,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total attendances,Type 1 Departments - 4 hours to decision,Type 2 Departments - 4 hours to decision,Type 3 Departments - 4 hours to decision,Percentage in 4 hours or less (all),Emergency Admissions via Type 1 A&E in 4 hours,Emergency Admissions via Type 2 A&E in 4 hours,Emergency Admissions via Type 3 and 4 A&E in 4 hours,Other Emergency admissions (i.e not via A&E),Number of patients spending >12 hours from decision to admit to admission,month,year,lat,lon
2422,2011-06-01,Dorset PCT,0.0,0.0,3204.0,3204.0,0.0,0.0,2.0,3.9977194982896234,0.0,0.0,0.0,43.0,0.0,24.0,8044.0,50.800000000000004,-2.299999999999999
2423,2011-06-01,Dr GP Hanlon's Practice,0.0,0.0,3831.0,3831.0,0.0,0.0,4.0,3.9957687626782006,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2424,2011-06-01,Dr Jm Ribchester & Partners,0.0,0.0,1307.0,1307.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2425,2011-06-01,Dudley Borough Walk In Centre,0.0,0.0,2576.0,2576.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,6033.0,52.507999999999996,-2.0890000000000004
2426,2011-06-01,Ealing Hospital NHS Trust,6112.0,0.0,1706.0,7818.0,243.0,0.0,0.0,3.876761117157625,1657.0,0.0,0.0,27.0,0.0,24.0,8044.0,51.506944439999984,-0.34555555999999993
2427,2011-06-01,Ealing Mini Ucc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,54.526999999999994,-1.5525999999999993
2428,2011-06-01,East And North Hertfordshire NHS Trust,9917.0,702.0,892.0,11511.0,294.0,0.0,0.0,3.897853400828485,2194.0,0.0,0.0,512.0,0.0,24.0,8044.0,,
2429,2011-06-01,East Cheshire NHS Trust,3839.0,0.0,791.0,4630.0,236.0,0.0,0.0,3.799034844565029,984.0,0.0,49.0,250.0,0.0,24.0,8044.0,,
2430,2011-06-01,East Kent Hospitals University NHS Foundation Trust,10756.0,0.0,4889.0,15645.0,639.0,0.0,17.0,3.8326397608966176,2698.0,0.0,1366.0,893.0,0.0,24.0,8044.0,,
2431,2011-06-01,East Lancashire Hospitals NHS Trust,4082.0,0.0,9921.0,14003.0,257.0,0.0,99.0,3.8985449545405846,2605.0,0.0,45.0,1192.0,0.0,24.0,8044.0,,
2432,2011-06-01,East London NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2433,2011-06-01,East Sussex Healthcare NHS Trust,7786.0,1295.0,2271.0,11352.0,406.0,0.0,0.0,3.856806316466596,1634.0,0.0,0.0,1014.0,0.0,24.0,8044.0,,
2434,2011-06-01,Epsom And St Helier University Hospitals NHS Trust,10477.0,510.0,0.0,10987.0,331.0,0.0,0.0,3.8795320807576106,2288.0,0.0,0.0,308.0,0.0,24.0,8044.0,51.89400000000001,-0.47399999999999987
2435,2011-06-01,Frimley Park Hospital NHS Foundation Trust,7539.0,0.0,0.0,7539.0,122.0,0.0,0.0,3.935348167419608,1880.0,0.0,0.0,416.0,0.0,24.0,8044.0,51.31430000000002,-0.7386999999999998
2436,2011-06-01,GP Walk In Health Centre Service,0.0,0.0,791.0,791.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2437,2011-06-01,Gateshead Health NHS Foundation Trust,4807.0,0.0,0.0,4807.0,130.0,0.0,0.0,3.892166259480209,1042.0,0.0,0.0,755.0,0.0,24.0,8044.0,54.94999999999999,-1.6
2438,2011-06-01,Gateshead PCT,0.0,0.0,4003.0,4003.0,0.0,0.0,1.0,3.9989550679205847,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,54.94999999999999,-1.6
2439,2011-06-01,George Eliot Hospital NHS Trust,5134.0,0.0,365.0,5499.0,105.0,0.0,0.0,3.922660881483348,970.0,0.0,0.0,95.0,0.0,24.0,8044.0,52.51080000000001,-1.4757000000000002
2440,2011-06-01,Gloucestershire Hospitals NHS Foundation Trust,8861.0,0.0,0.0,8861.0,374.0,0.0,0.0,3.8297181609567215,2689.0,0.0,0.0,679.0,0.0,24.0,8044.0,51.833333329999995,-2.16666667
2441,2011-06-01,Gloucestershire PCT,0.0,0.0,5036.0,5036.0,0.0,0.0,6.0,3.9952288788145487,0.0,0.0,10.0,77.0,0.0,24.0,8044.0,51.833333329999995,-2.16666667
2442,2011-06-01,Great Western Hospitals NHS Foundation Trust,5414.0,0.0,3205.0,8619.0,315.0,0.0,3.0,3.8508277353185374,1271.0,0.0,0.0,807.0,0.0,24.0,8044.0,,
2443,2011-06-01,Great Yarmouth And Waveney PCT,0.0,0.0,524.0,524.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2444,2011-06-01,Greenwich Teaching PCT,0.0,0.0,1809.0,1809.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,52.629999999999995,1.2969999999999997
2445,2011-06-01,Greet General Practice & Urgent Care Centre,0.0,0.0,2661.0,2661.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.09899999999998,-2.4400000000000004
2446,2011-06-01,Greyfriars Health Centre,0.0,0.0,1082.0,1082.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,24.0,8044.0,,
2447,2011-06-01,Guy's And St Thomas' NHS Foundation Trust,10455.0,1014.0,933.0,12402.0,538.0,0.0,0.0,3.826375626118776,2190.0,12.0,0.0,447.0,0.0,24.0,8044.0,,
2448,2011-06-01,Harold Wood Walk In Centre,0.0,0.0,3663.0,3663.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2449,2011-06-01,Harrogate And District NHS Foundation Trust,3493.0,0.0,3394.0,6887.0,107.0,0.0,0.0,3.9379272041017312,620.0,0.0,0.0,442.0,0.0,24.0,8044.0,53.99194444000003,-1.53777778
2450,2011-06-01,Havering PCT,0.0,0.0,3087.0,3087.0,0.0,0.0,39.0,3.949092953574672,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.55,0.21666666999999984
2451,2011-06-01,Heart Of England NHS Foundation Trust,18653.0,0.0,0.0,18653.0,925.0,0.0,0.0,3.80145343605722,5503.0,0.0,0.0,692.0,0.0,24.0,8044.0,51.3902,-0.5073999999999997
2452,2011-06-01,Heatherwood And Wexham Park Hospitals NHS Foundation Trust,7041.0,0.0,1544.0,8585.0,238.0,0.0,0.0,3.889734547434808,1881.0,0.0,0.0,296.0,0.0,24.0,8044.0,51.410792,-0.6867820000000001
2453,2011-06-01,Hertfordshire Community NHS Trust,0.0,0.0,556.0,556.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.81666667,-0.21666666999999984
2454,2011-06-01,Hinchingbrooke Health Care NHS Trust,2834.0,0.0,0.0,2834.0,36.0,0.0,0.0,3.9506153934861787,528.0,0.0,0.0,274.0,0.0,24.0,8044.0,52.3329,-0.20109999999999997
2455,2011-06-01,Homerton University Hospital NHS Foundation Trust,6101.0,0.0,2340.0,8441.0,269.0,0.0,6.0,3.869951780844561,1132.0,0.0,43.0,133.0,0.0,24.0,8044.0,51.550399999999996,-0.048299999999999996
2456,2011-06-01,Hounslow And Richmond Community Healthcare NHS Trust,0.0,0.0,3559.0,3559.0,0.0,0.0,2.0,3.9978059260434775,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2457,2011-06-01,Hull And East Yorkshire Hospitals NHS Trust,9246.0,0.0,527.0,9773.0,154.0,0.0,0.0,3.9369838007960563,2560.0,0.0,0.0,1525.0,0.0,24.0,8044.0,52.41299999999999,-1.7779999999999996
2458,2011-06-01,Humber NHS Foundation Trust,0.0,0.0,1171.0,1171.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,55.16666667000001,-2.0
2459,2011-06-01,Hurley Group Practice,0.0,0.0,2908.0,2908.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.68109999999999,-2.3543000000000007
2460,2011-06-01,Ilkeston Family Practice & Walk In Ctr,0.0,0.0,1636.0,1636.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,52.97099999999997,-1.3089999999999997
2461,2011-06-01,Imperial College Healthcare NHS Trust,10428.0,2788.0,7728.0,20944.0,349.0,0.0,4.0,3.9327173861288016,3399.0,0.0,0.0,178.0,0.0,24.0,8044.0,,
2462,2011-06-01,Ipswich Hospital NHS Trust,4624.0,0.0,0.0,4624.0,108.0,0.0,0.0,3.9062441205755296,1274.0,0.0,0.0,919.0,0.0,24.0,8044.0,52.05699999999998,1.1979
2463,2011-06-01,Isle Of Wight NHS PCT,3595.0,0.0,1689.0,5284.0,110.0,0.0,4.0,3.913879075999757,527.0,0.0,0.0,344.0,0.0,24.0,8044.0,50.66666666999997,-1.26666667
2464,2011-06-01,James Paget University Hospitals NHS Foundation Trust,5206.0,0.0,0.0,5206.0,247.0,0.0,0.0,3.81056233869716,950.0,0.0,0.0,500.0,0.0,24.0,8044.0,52.56169999999999,1.7177
2465,2011-06-01,Kent Community Health NHS Trust,0.0,0.0,8749.0,8749.0,0.0,0.0,8.0,3.9964001308304513,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.199999999999996,0.6999999999999998
2466,2011-06-01,Kettering General Hospital NHS Foundation Trust,5232.0,0.0,1145.0,6377.0,463.0,0.0,0.0,3.7097087898191314,1383.0,0.0,0.0,540.0,0.0,24.0,8044.0,40.764096,-73.95684199999998
2467,2011-06-01,King's College Hospital NHS Foundation Trust,9938.0,1830.0,0.0,11768.0,430.0,19.0,0.0,3.847499620167455,1844.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2468,2011-06-01,Kingston Hospital NHS Trust,7788.0,690.0,0.0,8478.0,144.0,0.0,0.0,3.932240914346964,1259.0,0.0,0.0,335.0,0.0,24.0,8044.0,51.414499999999975,-0.2815999999999999
2469,2011-06-01,Kirklees PCT,0.0,0.0,1199.0,1199.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2470,2011-06-01,Lakeside Plus Limited,0.0,0.0,1961.0,1961.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,6033.0,,
2471,2011-06-01,Lancashire Care NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2011.0,53.79999999999998,-2.599999999999999
2472,2011-06-01,Lancashire Teaching Hospitals NHS Foundation Trust,9479.0,0.0,0.0,9479.0,214.0,0.0,0.0,3.909235805821448,1693.0,0.0,0.0,1470.0,0.0,24.0,8044.0,53.79999999999998,-2.599999999999999
2473,2011-06-01,Latham House Medical Practice,0.0,0.0,621.0,621.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.404999999999994,-1.2639999999999998
2474,2011-06-01,Lcd-Leeds-Ooh,0.0,0.0,3098.0,3098.0,0.0,0.0,1.0,3.9986737400530505,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2475,2011-06-01,Leeds Teaching Hospitals NHS Trust,15142.0,0.0,2283.0,17425.0,592.0,0.0,0.0,3.8646078837997138,5493.0,0.0,0.0,1233.0,0.0,24.0,8044.0,53.799722219999985,-1.5491666699999995
2476,2011-06-01,Lewisham Healthcare NHS Trust,8633.0,0.0,0.0,8633.0,149.0,0.0,0.0,3.9314682698356966,1501.0,0.0,0.0,271.0,0.0,24.0,8044.0,51.461000000000006,-0.005
2477,2011-06-01,Lincolnshire Community Health Services NHS Trust,0.0,0.0,6993.0,6993.0,0.0,0.0,28.0,3.9841811319966585,0.0,0.0,59.0,44.0,0.0,24.0,8044.0,53.066666670000004,-0.18333332999999996
2478,2011-06-01,Liverpool Community Health NHS Trust,0.0,0.0,13392.0,13392.0,0.0,0.0,1.0,3.9997037914691935,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.40000000000001,-2.98333333
2479,2011-06-01,Liverpool Heart And Chest NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,24.0,8044.0,53.41060000000001,-2.9013999999999998
2480,2011-06-01,Liverpool Women's NHS Foundation Trust,0.0,935.0,0.0,935.0,0.0,0.0,0.0,4.0,0.0,120.0,0.0,14.0,0.0,24.0,8044.0,53.40000000000001,-2.98333333
2481,2011-06-01,Local Care Direct Ooh,0.0,0.0,3363.0,3363.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2482,2011-06-01,Luton And Dunstable Hospital NHS Foundation Trust,5126.0,0.0,0.0,5126.0,187.0,0.0,0.0,3.853568151957696,1447.0,0.0,0.0,181.0,0.0,24.0,8044.0,51.87833333,-0.41472222
2483,2011-06-01,Luton Out Of Hours & Triage Centre,0.0,0.0,2112.0,2112.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,6033.0,51.87833333,-0.41472222
2484,2011-06-01,Maidstone And Tunbridge Wells NHS Trust,9381.0,0.0,0.0,9381.0,258.0,0.0,0.0,3.889881878294053,2971.0,0.0,0.0,327.0,0.0,24.0,8044.0,51.27199999999997,0.5289999999999999
2485,2011-06-01,Malling Health - Telford Wic,0.0,0.0,1097.0,1097.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2486,2011-06-01,Malling Health - Wrekin Wic,0.0,0.0,1284.0,1284.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2487,2011-06-01,Market Harborough Med.Ctr,0.0,0.0,863.0,863.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,52.190000000000005,1.0
2488,2011-06-01,Medway NHS Foundation Trust,6840.0,0.0,0.0,6840.0,200.0,0.0,0.0,3.88265309359177,1192.0,0.0,0.0,745.0,0.0,24.0,8044.0,51.390000000000015,0.5400000000000001
2489,2011-06-01,Mid Cheshire Hospitals NHS Foundation Trust,4875.0,0.0,1418.0,6293.0,271.0,0.0,0.0,3.828464647714656,1632.0,0.0,0.0,529.0,0.0,24.0,8044.0,,
2490,2011-06-01,Mid Essex Hospital Services NHS Trust,5628.0,122.0,0.0,5750.0,202.0,0.0,0.0,3.8600579002161033,1845.0,42.0,0.0,1050.0,0.0,24.0,8044.0,,
2491,2011-06-01,Mid Staffordshire NHS Foundation Trust,4359.0,0.0,1550.0,5909.0,209.0,0.0,0.0,3.859371161006585,1212.0,0.0,0.0,432.0,0.0,24.0,8044.0,,
2492,2011-06-01,Mid Yorkshire Hospitals NHS Trust,15730.0,0.0,0.0,15730.0,1384.0,0.0,0.0,3.6480207569480227,3486.0,0.0,0.0,767.0,0.0,24.0,8044.0,,
2493,2011-06-01,Milton Keynes Hospital NHS Foundation Trust,5565.0,0.0,0.0,5565.0,279.0,0.0,0.0,3.7991880665056414,1199.0,0.0,0.0,908.0,0.0,24.0,8044.0,50.75,-1.5499999999999998
2494,2011-06-01,Milton Keynes Urgent Care Services Cic,0.0,0.0,3980.0,3980.0,0.0,0.0,1.0,3.9989989989989985,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,50.75,-1.5499999999999998
2495,2011-06-01,Moorfields Eye Hospital NHS Foundation Trust,0.0,6306.0,0.0,6306.0,0.0,11.0,0.0,3.9933211900425016,0.0,14.0,0.0,138.0,0.0,24.0,8044.0,51.60339999999999,-0.47800000000000004
2496,2011-06-01,NHS Nottingham 8-8 Health Centre,0.0,0.0,1502.0,1502.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,6033.0,,
2497,2011-06-01,NHS Nottingham City 8Am-8Pm Health Centre,0.0,0.0,443.0,443.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2011.0,,
2498,2011-06-01,Newham University Hospital NHS Trust,5535.0,0.0,3668.0,9203.0,231.0,0.0,15.0,3.8929260590206236,1740.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.52300000000001,0.0361
2499,2011-06-01,Norfolk And Norwich University Hospitals NHS Foundation Trust,6797.0,0.0,934.0,7731.0,237.0,0.0,0.0,3.877830016649168,2041.0,0.0,0.0,1672.0,0.0,24.0,8044.0,52.617,1.2200000000000002
2500,2011-06-01,North Bristol NHS Trust,5191.0,0.0,2138.0,7329.0,162.0,0.0,0.0,3.911329504132009,1346.0,0.0,173.0,1583.0,0.0,24.0,8044.0,53.54520000000002,-2.3999
2501,2011-06-01,North Colchester Healthcare Centre,0.0,0.0,4179.0,4179.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.54520000000002,-2.3999
2502,2011-06-01,North Cumbria University Hospitals NHS Trust,5779.0,0.0,0.0,5779.0,193.0,0.0,0.0,3.8677059405944214,1340.0,0.0,0.0,921.0,0.0,24.0,8044.0,51.614500000000014,0.07378999999999998
2503,2011-06-01,North East Lincolnshire Care Trust Plus,0.0,0.0,591.0,591.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.55,-0.1
2504,2011-06-01,North East London NHS Foundation Trust,0.0,0.0,1899.0,1899.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.54520000000002,-2.3999
2505,2011-06-01,North Middlesex University Hospital NHS Trust,9232.0,0.0,1328.0,10560.0,243.0,0.0,2.0,3.907192699089849,1096.0,0.0,0.0,87.0,0.0,24.0,8044.0,51.614500000000014,0.07378999999999998
2506,2011-06-01,North Somerset PCT,0.0,0.0,453.0,453.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.390000000000015,-2.7999999999999994
2507,2011-06-01,North Staffordshire PCT,0.0,0.0,409.0,409.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,54.166666669999984,-1.3333333300000003
2508,2011-06-01,North Tees And Hartlepool NHS Foundation Trust,7597.0,0.0,0.0,7597.0,133.0,0.0,0.0,3.9299301684951473,1400.0,0.0,0.0,1393.0,0.0,24.0,8044.0,53.54520000000002,-2.3999
2509,2011-06-01,North West London Hospitals NHS Trust,9451.0,0.0,6346.0,15797.0,515.0,0.0,57.0,3.85476900239261,2585.0,0.0,0.0,450.0,0.0,24.0,8044.0,53.54520000000002,-2.3999
2510,2011-06-01,Northampton General Hospital NHS Trust,5663.0,943.0,885.0,7491.0,237.0,4.0,0.0,3.8728660586331136,1548.0,0.0,0.0,661.0,0.0,24.0,8044.0,52.23600000000001,-0.8812999999999995
2511,2011-06-01,Northern Devon Healthcare NHS Trust,3126.0,0.0,8822.0,11948.0,130.0,0.0,3.0,3.9549288887673013,958.0,0.0,0.0,326.0,0.0,24.0,8044.0,54.33779999999996,-1.4284999999999997
2512,2011-06-01,Northern Lincolnshire And Goole Hospitals NHS Foundation Trust,8687.0,0.0,1956.0,10643.0,314.0,0.0,5.0,3.879357567171611,1755.0,0.0,31.0,634.0,0.0,24.0,8044.0,54.33779999999996,-1.4284999999999997
2513,2011-06-01,Northumbria Healthcare NHS Foundation Trust,10832.0,0.0,2093.0,12925.0,235.0,0.0,2.0,3.9268549231810086,3740.0,0.0,1.0,370.0,0.0,24.0,8044.0,55.16666667000001,-2.0
2514,2011-06-01,Norwich Practices Ltd (Castle Mall),0.0,0.0,5414.0,5414.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,52.629999999999995,1.2969999999999997
2515,2011-06-01,Nottingham Citycare Partnership,0.0,0.0,4643.0,4643.0,0.0,0.0,4.0,3.996336996336997,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,52.950000000000024,-1.1499999999999995
2516,2011-06-01,Nottingham University Hospitals NHS Trust,12197.0,1692.0,0.0,13889.0,837.0,12.0,0.0,3.755414864617942,3098.0,0.0,0.0,2455.0,0.0,24.0,8044.0,52.99083333000001,-1.1577777799999995
2517,2011-06-01,Nottinghamshire Healthcare NHS Trust,0.0,0.0,1267.0,1267.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.16666667,-1.0
2518,2011-06-01,Oakham Medical Practice,0.0,0.0,219.0,219.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.06200000000001,-0.32499999999999996
2519,2011-06-01,Oldham PCT,0.0,0.0,4165.0,4165.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.54439999999999,-2.1169
2520,2011-06-01,Orchard Village Walk-In-Centre,0.0,0.0,665.0,665.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2521,2011-06-01,Oxford Health NHS Foundation Trust,0.0,0.0,2334.0,2334.0,0.0,0.0,3.0,3.9949499891627482,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,51.75194443999999,-1.257777779999999
2522,2011-06-01,Oxford University Hospitals NHS Trust,8935.0,802.0,0.0,9737.0,563.0,0.0,0.0,3.7689160299368436,2227.0,5.0,0.0,1869.0,0.0,24.0,8044.0,52.42119999999998,-1.4377999999999997
2523,2011-06-01,Oxleas NHS Foundation Trust,0.0,0.0,2975.0,2975.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2524,2011-06-01,Pelc,0.0,0.0,4340.0,4340.0,0.0,0.0,3.0,3.9971995328463055,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2525,2011-06-01,Pelc Redbridge Ooh,0.0,0.0,2090.0,2090.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2526,2011-06-01,Pennine Acute Hospitals NHS Trust,19166.0,0.0,5398.0,24564.0,1549.0,0.0,36.0,3.7422420101979696,5041.0,0.0,202.0,1846.0,0.0,24.0,8044.0,,
2527,2011-06-01,Pennine Care NHS Foundation Trust,0.0,0.0,5449.0,5449.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,,
2528,2011-06-01,Peterborough And Stamford Hospitals NHS Foundation Trust,5744.0,0.0,597.0,6341.0,270.0,0.0,3.0,3.8307782302080646,1806.0,0.0,0.0,408.0,0.0,24.0,8044.0,52.58333332999999,-0.25
2529,2011-06-01,Peterborough PCT,0.0,0.0,5037.0,5037.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,52.58333332999999,-0.25
2530,2011-06-01,Plymouth Hospitals NHS Trust,6579.0,0.0,0.0,6579.0,226.0,0.0,0.0,3.8630196436011217,1709.0,0.0,0.0,1517.0,0.0,24.0,8044.0,50.371388889999984,-4.14222222
2531,2011-06-01,Plymouth Teaching PCT,0.0,0.0,1634.0,1634.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,50.371388889999984,-4.14222222
2532,2011-06-01,Poole Hospital NHS Foundation Trust,4611.0,0.0,0.0,4611.0,106.0,0.0,0.0,3.909862559442344,1261.0,0.0,0.0,882.0,0.0,24.0,8044.0,50.7215,-1.9734999999999996
2533,2011-06-01,Portsmouth Hospitals NHS Trust,7483.0,1045.0,1372.0,9900.0,310.0,0.0,2.0,3.873210788078105,2460.0,0.0,0.0,1850.0,0.0,24.0,8044.0,50.80583333,-1.0872222200000001
2534,2011-06-01,Queen Victoria Hospital NHS Foundation Trust,0.0,0.0,1095.0,1095.0,0.0,0.0,5.0,3.9811085882021473,0.0,0.0,31.0,292.0,0.0,24.0,8044.0,,
2535,2011-06-01,Reading NHS Treatment Centre,0.0,0.0,2012.0,2012.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,6033.0,,
2536,2011-06-01,Rotherham Community Health Centre,0.0,0.0,3519.0,3519.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,8044.0,53.429999999999986,-1.3570000000000007
2537,2011-06-01,Royal Berkshire NHS Foundation Trust,6135.0,1402.0,0.0,7537.0,126.0,0.0,0.0,3.932872768490417,1140.0,7.0,0.0,1256.0,0.0,24.0,8044.0,51.52908800000001,-0.28126700000000004
2538,2011-06-01,Royal Brompton And Harefield NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,24.0,8044.0,51.52908800000001,-0.28126700000000004
2539,2011-06-01,Royal Cornwall Hospitals NHS Trust,5578.0,0.0,0.0,5578.0,171.0,0.0,0.0,3.8767265167099616,1546.0,0.0,0.0,2017.0,0.0,24.0,8044.0,50.26670000000002,-5.091599999999999
2540,2011-06-01,Royal Devon And Exeter NHS Foundation Trust,7420.0,0.0,0.0,7420.0,627.0,0.0,0.0,3.6613241753831516,1782.0,0.0,0.0,660.0,0.0,24.0,8044.0,50.71683999999998,-3.5063600000000013
2541,2011-06-01,Royal Free Hampstead NHS Trust,6718.0,0.0,0.0,6718.0,246.0,0.0,0.0,3.8536872386971854,1337.0,0.0,0.0,440.0,0.0,24.0,8044.0,51.52908800000001,-0.28126700000000004
2542,2011-06-01,Royal Liverpool And Broadgreen University Hospitals NHS Trust,6380.0,1226.0,0.0,7606.0,135.0,8.0,0.0,3.925152427271815,2005.0,0.0,0.0,919.0,0.0,24.0,8044.0,53.40944,-2.9641200000000008
2543,2011-06-01,Royal National Orthopaedic Hospital NHS Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0,8044.0,51.632000000000005,-0.30500000000000005
2544,2011-06-01,Royal Surrey County Hospital NHS Foundation Trust,5130.0,395.0,0.0,5525.0,188.0,0.0,0.0,3.864957083148123,1093.0,325.0,0.0,228.0,0.0,24.0,8044.0,51.24054199999998,-0.6093600000000001
2545,2011-06-01,Royal United Hospital Bath NHS Trust,5332.0,0.0,0.0,5332.0,193.0,0.0,0.0,3.858306458707797,2017.0,0.0,0.0,643.0,0.0,24.0,8044.0,51.39169999999999,-2.3910000000000005
2546,2011-06-01,Salford Royal NHS Foundation Trust,6416.0,0.0,208.0,6624.0,251.0,0.0,0.0,3.848528146144964,1677.0,0.0,0.0,193.0,0.0,24.0,8044.0,51.655,-0.3956944399999998
2547,2011-06-01,Salisbury NHS Foundation Trust,3217.0,0.0,0.0,3217.0,86.0,0.0,0.0,3.8941828845389064,944.0,0.0,0.0,614.0,0.0,24.0,8044.0,51.07399999999999,-1.7935999999999992
2548,2011-06-01,Sandwell And West Birmingham Hospitals NHS Trust,14041.0,3019.0,0.0,17060.0,912.0,52.0,0.0,3.774057067924271,2730.0,32.0,0.0,904.0,0.0,24.0,8044.0,52.50527777999999,-2.01722222
2549,2011-06-01,Scarborough And North East Yorkshire Health Care NHS Trust,3752.0,0.0,782.0,4534.0,185.0,0.0,0.0,3.837724695548944,810.0,0.0,3.0,360.0,0.0,24.0,8044.0,52.58333332999999,-0.25
2550,2011-06-01,Sheffield Children's NHS Foundation Trust,3837.0,0.0,0.0,3837.0,37.0,0.0,0.0,3.9614899592677912,482.0,0.0,0.0,255.0,0.0,24.0,8044.0,53.380700000000026,-1.4899999999999998
